Abacion magnum
Tapirus indicus
Taphozous mauritianus
Taphozous melanopogon
Taphozous nudiventris
Tapinella panuoides
Tapirus pinchaque
Tapecomys primus
Tapirus terrestris
Tarsomys apoensis
Taractes asper
Tarachodes bispinosus
Tarentola caboverdiana
Tarentola chazaliae
Tarsiger cyanurus
Tagetes erecta
Taricha granulosa
Taraxacum kok-saghyz
Tarentola mauritanica
Taraxacum officinale
Tarsipes rostratus
Taricha sierrae
Taricha torosa
Tasmannia insipida
Tasmannia lanceolata
Tasmacetus shepherdi
Tatumella citrea
Taterillus emini
Tatera indica
Tatlockia micdadei
Taurulus bubalis
Tauraco corythaix
Taurotragus derbianus
Tauraco erythrolophus
Tauraco hartlaubi
Tauraco leucolophus
Tauraco leucotis
Tautoga onitis
Taumantis sigiana
Taxus baccata
Taxus brevifolia
Taxus canadensis
Toxostoma curvirostre
Taxus cuspidata
Taxodium distichum
Taxidea taxus
Taylorella asinigenitalis
Taylorella equigenitalis
Tayassu pecari
Tecticornia australasica
Tecomaria capensis
Tectaria devexa
Tectona grandis
Tecoma stans
Tedania ignis
Tedania klausi
Tegenaria atrica
Tegula brunnea
Tegenaria domestica
Tegula funebralis
Tegillarca granosa
Tegenaria parietina
Tegula pfeifferi
Teleiopsis albifemorella
Telmatobius bolivianus
Telespiza cantans
Teladorsagia circumcincta
Teladorsagia davtiani
Telescopus dhara
Teleopsis dalmanni
Telescopus fallax
Tellima grandiflora
Telchin licus
Telestes muticellus
Teleopsis pallifacies
Telmatobius peruvianus
Telestes souffia
Telescopium telescopium
Tellina venulosa
Telamonia vlijmi
Telatrygon zugei
Temnopleurus hardwickii
Temenis laothoe
Tenodera aridifolia
Tenthredo arcuata
Tenrec ecaudatus
Tenguella marginalba
Tenellia minor
Tenebrio molitor
Tenuiphantes tenuis
Tepidanaerobacter acetatoxydans
Tephrocactus articulatus
Terebra argosyia
Terrapene carolina
Terebra cingulifera
Termitomyces clypeatus
Terrapene coahuila
Terminalia catappa
Teredus cylindricus
Terrimonas ferruginea
Terapon jarbua
Terebra laevigata
Teredo navalis
Terrapene nelsoni
Terrapene ornata
Terriglobus roseus
Terrimicrobium sacchariphilum
Terebra succincta
Terriglobus saanensis
Terebra subulata
Terebra textilis
Terebratalia transversa
Teredinibacter turnerae
Terebra variegata
Terpsiphone viridis
Testudo graeca
Tesseropora rosea
Testudinalia testudinalis
Tetraleurodes acaciae
Tethya actinia
Tetrahymena americanis
Tethya aurantium
Tetrahymena australis
Tetraopes basalis
Tetraodon biocellatus
Tetrodontophora bielanensis
Tetrapisispora blattae
Tetramorium bicarinatum
Tetrahymena borealis
Tetraphalerus bruchi
Tetrahymena capricornis
Tetronarce californica
Tetranychus cinnabarinus
Tethya californiana
Tetrahymena canadensis
Tetrahymena cosmopolitanis
Tetrahymena caudata
Tetrahymena elliotti
Tetraopes femoratus
Tetraodon fluviatilis
Tetanocera ferruginea
Tetropium fuscum
Tetrahymena furgasoni
Tetragenococcus halophilus
Tetrahymena hyperangularis
Tetranychus kanzawai
Tetrahymena leucophrys
Tetranychus ludeni
Tetrahymena malaccensis
Tetrahymena mimbres
Tetranychus malaysiensis
Tetraplodon mnioides
Tetraleurodes mori
Tetraodon miurus
Tetrahymena nanneyi
Tetraodon nigroviridis
Tetrahymena nipissingi
Tetradesmus obliquus
Tetrabrachium ocellatum
Tetrachyron orizabensis
Tetrahymena patula
Tetranychus pueraricola
Tetranychus phaselus
Tetrapisispora phaffii
Tetrahymena pigmentosa
Tetanocera plumosa
Tetrahymena paravorax
Tetraclitella purpurascens
Tetrahymena pyriformis
Tetranematichthys quadrifilis
Tetracerus quadricornis
Tetanocera robusta
Tetragonotheca repanda
Tetrahymena rostrata
Tetraclita rubescens
Tetrahymena sonneborni
Tetraclita squamosa
Tetraselmis striata
Tetraselmis subcordiformis
Tetraopes tetrophthalmus
Tetrahymena thermophila
Tetartopeus terminatum
Tetrahymena tropicalis
Tetragonia tetragonioides
Tetranychus urticae
Tettigonia viridissima
Tetrastigma voinierianum
Teuthraustes atramentarius
Teucrium canadense
Teucrium chamaedrys
Teuthowenia megalops
Teucrium scorodonia
Tevnia jerichonana
Thauria aliris
Thalassoica antarctica
Thauera aromatica
Thalassianthus aster
Thamnophis atratus
Thauera butanivorans
Thalassoma bifasciatum
Thamnophis brachystoma
Thanatephorus cucumeris
Thalpomys cerradensis
Thalassarche chlororhynchos
Thamnophis couchii
Thalassarche chrysostoma
Thaumamermis cosgrovei
Thamnophis cyrtopsis
Thaumatococcus daniellii
Thanasimus dubius
Thalasseus elegans
Thamnophis elegans
Thalassarche eremita
Thalurania furcata
Thapsia garganica
Thalassobius gelatinovorus
Thalassarche impavida
Thalassocalyce inconstans
Thalassina kelanang
Thalpomys lasiotis
Thalia longicauda
Thalassophryne maculosa
Thamnaconus modestus
Thalasseus maximus
Thaptomys nigrita
Thalassophryne nattereri
Thalassiosira nordenskioeldii
Thalassiosira oceanica
Thaumatichthys pagidostomus
Thaumetopoea pityocampa
Thalassiosira pseudonana
Thalasseus sandvicensis
Thamnophis scalaris
Thauera selenatis
Thalassotalea agarivorans
Thalictrum thalictroides
Thalassiosira weissflogii
Thermovibrio ammonificans
Thecobathra anas
Thermosipho africanus
Thermoplasma acidophilum
Theionarchaea archaeon
Thermococcus aggregans
Thermocrinis albus
Thermoleophilum album
Thermosphaera aggregans
Theileria annulata
Theraphosa apophysis
Themira annulipes
Thermus aquaticus
Thermanaerovibrio acidaminovorans
Themiste alutacea
Thermoascus aurantiacus
Thermobispora bispora
Thelacantha brevispina
Theraphosa blondi
Thermococcus barophilus
Thermus brockianus
Thermoanaerobacter brockii
Theileria buffeli
Thermogladius calderae
Thermus caldophilus
Theobroma cacao
Thermomonospora curvata
Thermococcus celer
Thermobacillus composti
Thelazia callipaeda
Therorhodion camtschaticum
Thermarces cerberus
Theileria cervi
Themiste dyscrita
Thermosynechococcus elongatus
Theileria equi
Thermoanaerobacter ethanolicus
Thermus filiformis
Thermococcus fumicolans
Thermobifida fusca
Thelephora ganbajun
Theropithecus gelada
Thermococcus gammatolerans
Thermococcus gorgonarius
Thermodesulfobacterium geofontis
Themiste hennahi
Thermococcus hydrothermalis
Thermoanaerobacter italicus
Thermodesulfatator indicus
Thermoactinomyces intermedius
Thermoanaerobacter kivui
Thermococcus kodakarensis
Thelohanellus kitauei
Theloderma kwangsiense
Thermomyces lanuginosus
Thelazia lacrymalis
Thermovirga lienii
Theileria lestoquardi
Themiste lageniformis
Thermococcus litoralis
Thereuopoda longicornis
Thermosipho melanesiensis
Thermaerobacter marianensis
Thermotoga maritima
Themiste minor
Thermonectus marmoratus
Theileria mutans
Thermotoga neapolitana
Themira nigricornis
Thermotoga naphthophila
Thenus orientalis
Thermosediminibacter oceani
Theretra oldenlandiae
Thermococcus onnurineus
Theileria orientalis
Thermus oshimai
Thermotoga petrophila
Thermoanaerobacter pseudethanolicus
Theileria parva
Thermofilum pendens
Thermincola potens
Thecacera pennigera
Thespesia populnea
Thermococcus profundus
Thermacetogenium phaeum
Therea petiveriana
Themira putris
Thevetia peruviana
Thermomicrobium roseum
Thermoclostridium stercorarium
Thermoanaerobacterium saccharolyticum
Thermus scotoductus
Theileria sergenti
Thermococcus sibiricus
Thermococcus stetteri
Thermobaculum terrenum
Thermus thermophilus
Thermosulfidibacter takaii
Theileria taurotragi
Thecamonas trahens
Thermoanaerobacterium thermosaccharolyticum
Thermoproteus tenax
Thermochromatium tepidum
Thermodesulfobacterium thermophilum
Thermothelomyces thermophilus
Theromyzon tessulatum
Thermothielavioides terrestris
Thermoanaerobacterium thermosulfurigenes
Thermoanaerobacter thermohydrosulfuricus
Thermoproteus uzoniensis
Thermosynechococcus vulcanus
Thermoplasma volcanium
Thermoactinomyces vulgaris
Thermoanaerobacterium xylanolyticum
Thermoplasmatales archaeon
Thermobacillus xylanilyticus
Thermodesulfovibrio yellowstonii
Thermophis zhaoermii
Thermococcus zilligii
Thiomonas arsenitoxydans
Thinopyrum bessarabicum
Thiomicrospira cyclica
Thinornis cucullatus
Thiobacillus denitrificans
Thiomonas delicata
Thinopyrum elongatum
Thiomonas intermedia
Thioalkalivibrio nitratireducens
Thiothrix nivea
Thiomonas perometabolis
Thiococcus pfennigii
Thiocapsa pendens
Thitarodes pui
Thiocapsa roseopersicina
Thioalkalivibrio sulfidiphilus
Thiobacillus thioparus
Thiocystis violascens
Thiocystis violacea
Thlaspi arvense
Thlaspi japonicum
Thorarchaeota archaeon
Thomomys bottae
Thomomys bulbivorus
Thomasomys daphne
Thomasomys gracilis
Thoracosphaera heimii
Thorichthys helleri
Thorellius intrepidus
Thomasomys ischyurus
Thomomys mazama
Thorichthys maculipinnis
Thorichthys meeki
Thoropa miliaris
Thomomys monticola
Thoopterus nigrescens
Thomasomys notatus
Thomasomys oreas
Thomomys talpoides
Thomomys townsendii
Thoracostoma trachygaster
Thomomys umbrinus
Thrichomys apereoides
Thryomanes bewickii
Thraupis episcopus
Thrips flavus
Thrips imaginis
Thrasops jacksonii
Thryothorus ludovicianus
Thrichomys pachyurus
Thrips palmi
Thrixopelma pruriens
Thryptomene saxicola
Thricops semicinereus
Thryonomys swinderianus
Thunnus alalunga
Thunnus albacares
Thunbergia alata
Thujopsis dolabrata
Thunbergia erecta
Thuridilla hopei
Thunnus maccoyii
Thunbergia mysorensis
Thunnus obesus
Thuja occidentalis
Thunnus orientalis
Thuja plicata
Thuidium tamariscinum
Thunnus thynnus
Thunnus tonggol
Thymallus arcticus
Thylogale billardierii
Thylogale brunii
Thymus caespititius
Thylamys cinderella
Thyca crystallina
Thylacinus cynocephalus
Thylamys elegans
Thymelaea hirsuta
Thysanoplusia intermixta
Thysanoteuthis rhombus
Thylogale stigmatica
Thymelicus sylvestris
Thymophylla tenuiloba
Thymallus thymallus
Thyroptera tricolor
Thymus vulgaris
Tibouchina longifolia
Tibellus oblongus
Tibouchina urvilleana
Tigriopus californicus
Tigriopus japonicus
Tigridia pavonia
Tilingia ajanensis
Tilia americana
Tilletiaria anomala
Tilesia baccata
Tilia oliveri
Tilia platyphyllos
Tiliqua rugosa
Tillandsia usneoides
Timarcha balearica
Timema californicum
Timandra comae
Timema cristinae
Timema douglasi
Timema genevievae
Timandra griseata
Timema knulli
Timon lepidus
Timema podura
Timema poppense
Timema shepardi
Timarcha tenebricosa
Tineola bisselliella
Tinamus guttatus
Tinantia leiocalyx
Tinamus major
Tinca tinca
Tipularia discolor
Tipula oleracea
Tipula paludosa
Tipuana tipu
Tipula tristis
Tirumala limniace
Tissierella creatinophila
Tistrella mobilis
Tityus bahiensis
Titanidiops canariensis
Tityus costatus
Tityus discrepans
Tityus fasciolatus
Tithorea harmonia
Tityus macrochirus
Tityus obscurus
Tityus pachyurus
Tityus quirogae
Tityus serrulatus
Tityus stigmurus
Tityus trivittatus
Tityus zulianus
Tliltocatl albopilosus
Tmesipteris obliqua
Nicotiana tabacum
Tockus camurus
Tockus erythrorhynchus
Tockus flavirostris
Tockus nasutus
Todus angustirostris
Todiramphus chloris
Todus mexicanus
Todus multicolor
Todarodes pacificus
Todiramphus sanctus
Todus subulatus
Todus todus
Togninia minima
Tokudaia osimensis
Tolumonas auensis
Tolypocladium inflatum
Tolypeutes matacus
Tolypocladium ophioglossoides
Tolypothrix scytonemoides
Tomopterna delalandii
Tomopeas ravus
Tomistoma schlegelii
Tomocichla sieboldii
Tonatia bidens
Tonicella lineata
Topsentia ophiraphidites
Topaza pella
Torreya californica
Torulaspora delbrueckii
Tor douronensis
Toromys grandis
Tor khudree
Torpedo marmorata
Torrubiella piperis
Tor putitora
Tortella rigens
Tor tambroides
Torpedo torpedo
Torgos tracheliotos
Tor tor
Tosia australis
Tosia magnifica
Townsendia hookeri
Toxorhynchites amboinensis
Toxostoma bendirei
Toxocara canis
Toxotes chatareus
Toxoptera citricida
Toxostoma crissale
Toxocara cati
Toxicodendron diversilobum
Toxoplasma gondii
Toxostoma guttatum
Toxostoma lecontei
Toxascaris leonina
Toxostoma longirostre
Toxomerus marginatus
Toxicodendron orientale
Toxolasma parvum
Toxopneustes pileolus
Toxicocalamus preussi
Toxicodendron radicans
Toxostoma redivivum
Toxostoma rufum
Toxicodendron succedaneum
Toxicodendron vernix
Toxicodendron vernicifluum
Trachyspermum ammi
Tragelaphus angasii
Trachypithecus auratus
Tragopan blythii
Trachinotus blochii
Tragopan caboti
Trachelium caeruleum
Trachops cirrhosus
Trachypithecus cristatus
Trachemys dorbigni
Tragopogon dubius
Tragelaphus eurycerus
Tradescantia fluminensis
Trachycarpus fortunei
Trachypithecus francoisi
Trachypithecus geei
Trachyphyllia geoffroyi
Trametes hirsuta
Trachypachus holmbergi
Trachipleistophora hominis
Tragelaphus imberbis
Tragulus javanicus
Trachypithecus johnii
Trachurus japonicus
Trachelospermum jasminoides
Trachurus lathami
Tramea lacerata
Trachylepis maculilabris
Trachurus mediterraneus
Trametes maxima
Trachinocephalus myops
Tragulus napu
Trapa natans
Trachypithecus obscurus
Trametes ochracea
Tradescantia ohiensis
Tragelaphus oryx
Trachinotus ovatus
Tradescantia pallida
Trachylepis perrotetii
Trachypithecus phayrei
Trachurus picturatus
Trachypithecus pileatus
Trachypithecus poliocephalus
Tragopogon porrifolius
Tragopogon pratensis
Trametes pubescens
Tragus racemosus
Tragopan satyra
Trachemys scripta
Tragelaphus spekii
Tragelaphus scriptus
Tragelaphus strepsiceros
Tranopelta subterranea
Trachipterus trachypterus
Trachurus trecae
Tragopan temminckii
Traccatichthys taeniatus
Trachurus trachurus
Trametes versicolor
Trametes villosa
Tradescantia virginiana
Trachypithecus vetulus
Treponema azotonutricium
Treponema brennaborense
Tremella brasiliensis
Treponema caldarium
Tremex columba
Treponema denticola
Trematomus hansoni
Treponema lecithinolyticum
Treponema maltophilum
Treponema medium
Tremella mesenterica
Trematomus newnesi
Trema orientale
Tremarctos ornatus
Treponema pallidum
Treponema phagedenis
Tremblaya princeps
Treponema paraluiscuniculi
Treponema primitia
Treponema succinifaciens
Treponema socranskii
Trema tomentosa
Treubaria triappendiculata
Treron vernans
Tribolium anaphe
Trimeresurus albolabris
Trichoplax adhaerens
Tricyrtis affinis
Trinomys albispinus
Triportheus albus
Triacanthodes anomalus
Trichosanthes anguina
Trifolium albopurpureum
Trichoderma arundinaceum
Triplophysa anterodorsalis
Tribolium audax
Trichostrongylus axei
Trichormus azollae
Trichodiadema barbatum
Tridax balbisioides
Trientalis borealis
Triodontophorus brevicauda
Trifolium beckwithii
Trimorphodon biscutatus
Triplophysa bleekeri
Tribolodon brandtii
Trimeresurus borneensis
Trichinella britovi
Triatoma brasiliensis
Triacanthus biaculeatus
Trifolium burchellianum
Tringa brevipes
Tribolium castaneum
Triops cancriformis
Tridacna crocea
Trichogramma cacaeciae
Trillium cernuum
Tribolium confusum
Trichocoryne connata
Trioceros cristatus
Triturus carnifex
Trichogramma confusum
Trichomyrmex criniceps
Triopha catalinae
Trithrinax campestris
Trimeresurus cantori
Trichostrongylus colubriformis
Trifolium campestre
Trinchesia caerulea
Triturus cristatus
Trichosurus caninus
Trillium catesbaei
Trieres chinensis
Trinickia caryophylli
Tripedalia cystophora
Tripsacum dactyloides
Trichosanthes dioica
Triticum dicoccoides
Trinomys dimidiatus
Tridacna derasa
Trichostema dichotomum
Tripterygion delaisi
Triatoma dimidiata
Triso dermopterus
Trioceros deremensis
Tribolium destructor
Trichomyrmex destructor
Trifolium dubium
Trinomys eliasi
Trichophyton equinum
Trillium erectum
Trichodesmium erythraeum
Trioceros ellioti
Trientalis europaea
Trigonostigma espei
Triacanthodes ethiops
Trioza eugeniae
Trichogramma exiguum
Tringa erythropus
Tringa flavipes
Trioceros feae
Trillium flexipes
Trigonella foenum-graecum
Triplostephanus fenestratus
Tritrichomonas foetus
Trifolium fragiferum
Trichogaster fasciata
Trioceros fuelleborni
Trimeresurus gramineus
Trifolium gracilentum
Tridacna gigas
Tringa glareola
Trillium grandiflorum
Tripneustes gratilla
Trimeresurus gracilis
Triplofusus giganteus
Trichoderma harzianum
Tripos horridus
Trigonostigma heteromorpha
Trimeresurus hageni
Trifolium hirtum
Tribolodon hakonensis
Trichoderma hamatum
Trioceros hoehnelii
Tricyrtis hirta
Trifolium hybridum
Tringa incana
Trifolium incarnatum
Triatoma infestans
Trinomys iheringi
Trichophyton interdigitale
Trichechus inunguis
Trioceros jacksonii
Trioceros johnstoni
Triturus karelini
Triticum kiharae
Trichosanthes kirilowii
Trichoderma koningii
Trisidos kiyonoi
Tricyrtis latifolia
Trichosanthes lepiniana
Trittame loki
Trichogaster lalius
Trimorphodon lambda
Trichoderma longibrachiatum
Trifolium lupinaster
Trichopodus leerii
Trillium luteum
Triteleia laxa
Trichechus manatus
Triopha maculata
Trillium maculatum
Trioceros melleri
Trigonospermum melampodioides
Tritia mutabilis
Trimenia malagrida
Triclaria malachitacea
Trifolium microcephalum
Trichobius major
Tringa melanoleuca
Trioceros montium
Tricyrtis macrantha
Triticum monococcum
Trichuris muris
Trisopterus minutus
Tricholoma matsutake
Trimeresurus malabaricus
Tridacna maxima
Trifolium nanum
Trinycteris nicefori
Tringa nebularia
Trichoplusia ni
Tribolodon nakamurai
Triaenodon obesus
Trigonoceps occipitalis
Tringa ochropus
Trinomys paratus
Trimerotropis pistrinaria
Triphysaria pusilla
Trimeresurus puniceus
Trioceros pfefferi
Trichopodus pectoralis
Trimorphomyces papilionaceus
Trichogramma pretiosum
Trimerotropis pallidipennis
Tripolium pannonicum
Trilisa paniculata
Trianthema portulacastrum
Trimeresurus purpureomaculatus
Trifolium pratense
Trichinella pseudospiralis
Triatoma protracta
Trillium pusillum
Trioceros quadricornis
Triplophysa rosa
Trichophyton rubrum
Trioceros rudis
Trichobilharzia regenti
Trialeurodes ricini
Triplophysa robusta
Trifolium repens
Trifolium resupinatum
Tritia reticulata
Tripidium ravennae
Trichonephila sexpunctata
Triadica sebifera
Triakis scyllium
Trichophyton soudanense
Triakis semifasciata
Trinomys setosus
Tringa semipalmata
Trichophyton schoenleinii
Tribolodon sachalinensis
Tringa solitaria
Trifolium semipilosum
Trichoderma spinulosum
Trifolium spumosum
Trichinella spiralis
Tridacna squamosa
Trifolium striatum
Triplophysa siluroides
Trimeresurus stejnegeri
Trifolium subterraneum
Triplochiton scleroxylon
Trimezia steyermarkii
Triplophysa stoliczkai
Trichophyton tonsurans
Triphora trianthophoros
Trichopodus trichopterus
Tribulus terrestris
Trimeresurus trigonocephalus
Trichodesmium thiebautii
Triticum timopheevii
Trifolium thalii
Trionyx triunguis
Tripterygion tripteronotum
Trichuris trichiura
Triplostephanus triseriatus
Trichostomum tenuirostre
Triticum turgidum
Triticum urartu
Tristagma uniflorum
Trillium undulatum
Trioza urticae
Trichormus variabilis
Trichomonas vaginalis
Trichophyton verrucosum
Trirhabda virgata
Trichostrongylus vitrinus
Trichophyton violaceum
Trialeurodes vaporariorum
Trigonopsis variabilis
Triphysaria versicolor
